x,y
22.383219,-6.141127
-9.460994,-16.645576
-10.71177,-16.625502
-6.1879935,-28.245026
-14.309636,22.785051
-6.6926703,-24.471926
-13.576445,-19.578497
-49.70965,-1.6279624
-4.884847,-27.325554
-8.702106,-22.686668
-10.791185,7.796477
47.819397,-32.74203
-11.624826,7.263079
20.22824,47.59469
-8.101824,-19.687971
44.315685,-30.437843
22.419449,-6.493835
0.88640857,14.354417
15.407629,41.27756
-50.497482,-1.7850915
-46.973923,9.7659
44.009018,-28.155746
19.54251,49.429577
8.436286,0.8856944
-1.3534973,-2.133413
-4.756597,-1.3573741
18.699682,47.89076
-7.794335,-11.399286
-4.1642385,-23.844893
-45.70308,14.055736
44.65588,-30.377996
-18.630737,21.09078
-6.092718,-20.92414
-9.275886,-18.32927
20.632957,-5.511076
11.507806,38.150288
-9.926358,-14.890761
18.688147,49.117504
-6.8686085,2.08298
16.668474,-10.744877
18.699512,44.614746
-4.6986413,-2.4254835
-48.091885,13.726821
4.7609067,-3.8149126
-12.389472,-15.12314
-0.5307575,17.36326
-17.599089,22.461374
-46.914337,6.828817
-3.7938285,-19.627174
11.516454,37.059666
21.408934,48.8956
-17.120287,-26.541681
11.773651,38.370632
-3.3764286,10.463703
-49.711117,14.318287
16.690346,45.91414
-0.34009072,17.733377
-1.3094137,-4.1391177
-1.9266278,6.6466475
-3.53149,-25.070234
-20.818954,8.60243
-15.738462,7.6579847
5.039151,15.527082
-9.8463125,-11.516867
-9.964431,-5.24448
16.892742,45.948895
-1.4766434,16.285788
18.599148,2.0624983
35.1536,-21.237402
-14.015424,-18.044174
-5.5540857,-14.592081
-5.5988173,-1.1757793
-16.932571,-27.196936
12.693636,42.302574
47.72604,-32.645554
2.7662928,-4.4092813
-9.2765,-29.304052
4.8168674,-6.830501
-18.490322,-21.35204
0.1469545,16.58585
15.282573,45.847996
-8.208601,2.283258
7.5672936,-13.723898
21.861517,50.306442
45.40451,-30.222738
1.285949,-13.099836
-48.254528,2.5180857
-9.952272,-23.240856
6.4231906,-16.912407
-12.137597,-20.475332
-3.813309,-13.570538
-2.7929947,-8.290431
34.5684,-20.273117
35.12261,-20.843771
-8.763457,-17.661118
18.845116,-4.6849093
-9.977168,-22.74277
-42.038956,11.396584
-7.670215,-23.213585
-20.213455,14.177728
-3.4623322,0.28112623
6.1212926,8.850814
-13.995129,-11.758659
-1.1373632,14.216718
-47.339046,-1.9338009
46.03613,-30.707983
5.8670793,7.901331
-0.831986,2.816508
36.19003,-23.205605
6.9671583,-3.9484496
6.9470735,-2.988465
-5.7439,-27.067963
15.859766,42.322
-12.562212,-17.979914
8.411564,-15.586067
-16.855318,16.91471
11.33082,35.941692
-15.379203,16.333542
10.487206,37.570114
-15.499947,-22.490105
-0.8945485,14.491084
-6.210824,-17.279562
-10.377686,-20.27867
2.3047004,-18.474451
13.067506,16.960558
44.7284,-30.292734
-2.2345238,-20.904116
45.18702,-30.774364
3.7531424,-9.381529
5.7214665,-5.453051
-20.907095,18.773422
-20.2547,16.182825
0.28841323,-0.072328374
-0.51796407,-23.699514
20.861998,-1.8687668
4.0227346,12.598637
-41.003998,4.694939
44.91138,-30.035791
25.051868,7.5475497
11.126316,31.918604
25.042624,1.8307623
45.149376,-29.17255
33.96547,-22.28998
-1.5957044,16.929932
-16.363676,12.536032
-3.210508,-23.007067
-12.5410385,-9.714121
15.779666,43.22614
5.1250014,-1.9134419
4.118158,-12.117324
-10.849968,-22.689287
39.165596,-22.960596
-5.1526446,4.3499947
12.818041,-1.8975953
-7.8859797,-17.755753
15.664916,-3.0427861
18.8137,49.30184
3.0426962,-17.189758
18.028818,43.835533
13.467992,43.836918
-18.76516,22.833637
-1.7666808,-9.094851
43.934486,-30.063414
18.008022,11.603854
-14.124601,20.650679
-8.880996,-14.945991
1.2273029,3.5949824
-42.005295,5.6488113
-18.04563,18.89331
42.207024,-26.602098
2.5389206,5.9080586
27.063986,5.4664598
-20.07915,15.069697
-45.81066,13.873704
-48.566708,-2.8276894
-6.3939013,-22.969013
-19.26503,20.639278
12.77443,11.446037
11.640465,35.737404
-8.530793,-22.253572
-5.3288093,-21.164663
-45.737408,-2.3211179
-50.512516,-2.06702
1.1605445,15.24535
-48.84623,13.931862
-12.871429,20.03558
6.152278,-17.063911
-49.411793,-2.7007422
-9.89133,-17.387493
19.623138,-5.40411
6.566512,12.301753
42.72906,-28.990305
2.3699956,17.278772
-15.868858,17.17545
-3.9989014,-18.137691
-0.98632306,-6.3566604
-16.991146,-13.191441
-17.47797,-24.140993
17.838818,44.66092
-17.825167,20.630833
37.33716,-23.326126
-3.7516,4.7333775
-11.95523,10.606578
19.785353,49.53308
-45.25039,-2.812406
-10.36905,-21.00084
5.290078,14.499008
-12.508707,-23.474922
-14.270042,-22.489363
23.26246,2.4997659
-49.63483,-2.2776933
-40.25113,-3.174591
-16.54721,-22.32275
1.8174989,-2.238251
44.600914,-29.7966
-11.018165,-17.979427
15.290968,45.894623
-4.416878,-27.325384
4.429782,-16.576607
-6.8668246,-25.1358
-4.230121,-22.315037
-2.2502897,0.93854135
3.0894554,18.368948
-18.257017,17.140905
-47.087578,17.32477
-9.176689,-11.136348
-9.650702,-10.199857
21.393435,0.033227123
41.68495,-28.88716
-6.303885,3.5976567
-4.8565893,9.046707
19.755613,-4.723607
-14.62963,13.216136
0.58189356,17.64349
13.282205,38.53896
10.597103,13.631344
19.809965,49.444366
-18.043688,13.788529
-6.9236827,-0.7096833
18.042833,44.076935
12.363099,-12.295069
16.947453,-3.6112163
3.1423995,-13.999487
-0.72869986,1.2123828
-10.011624,-20.867271
39.54449,-24.228142
21.579535,47.529423
23.455605,-2.5816996
-6.6373873,-24.362663
-12.426515,-17.576677
-17.531412,18.841452
13.181149,42.666637
18.447996,47.544125
-2.480357,0.29462576
22.088957,-4.2878127
-17.719345,17.098766
-46.093403,8.512248
-49.769794,-2.4711018
-18.472286,16.246004
-2.344763,-25.530916
5.4687014,-1.0909486
-45.51607,13.648176
-8.586452,7.1817703
-5.2582498,-19.810595
-8.558716,-7.845571
-1.3634872,-18.373226
11.069634,32.61489
14.668143,-1.9004134
16.927353,46.2228
23.926674,3.8161554
-9.117803,1.8966243
-0.26181775,18.403225
-8.82513,11.151683
18.745104,43.730167
-6.448632,-26.014278
-2.0752475,-17.660725
5.0373063,-16.404232
38.97565,-23.969849
-12.009863,-19.919132
-5.632267,3.1844523
-19.925842,18.173695
41.86681,-27.548908
-10.263465,6.499056
-48.392292,13.67214
-47.77283,14.632854
-8.907858,-18.203545
0.3833019,12.859101
-45.36978,-3.5042477
-48.25001,11.369848
-4.844647,3.095085
-17.982162,21.094557
-2.5610132,-2.5431445
-19.35046,21.640999
17.894768,44.04872
4.780928,-18.762508
-0.42361736,0.82094705
15.581145,40.893436
-18.030987,13.699998
0.11929481,-2.8615723
18.487059,43.862236
-8.976659,-16.151207
2.5110202,-15.671468
43.278732,-29.734716
0.15467207,1.4655311
3.265748,-5.674895
-46.291206,-4.0205956
-0.29848626,-0.65625644
19.63488,44.292793
-4.1213627,2.4799
-11.278522,-19.530312
-6.6385307,-14.763879
-2.2560158,-1.4850283
2.1232493,-3.4184382
17.663628,-5.054877
0.08391264,4.493879
8.05938,10.192791
-7.2896,4.5327134
-50.025646,14.340909
-0.19428554,-24.40245
-16.919775,21.257992
-13.478096,19.34963
35.036377,-20.826616
7.998342,12.424253
3.797916,6.8456864
-0.43760562,5.8273773
-2.1309037,7.978613
-50.25141,13.928153
23.57447,48.80991
3.056066,14.896459
5.5846,-9.237948
-7.069165,-4.1525164
13.9735775,38.780605
18.506775,43.171837
-20.928122,19.743336
0.00064781785,17.13404
-9.278284,7.5508456
-13.782874,-21.19956
-46.76703,9.359635
43.836605,-29.709707
-2.9855008,-21.341223
-3.212771,7.6282334
22.902466,5.091249
-19.750742,16.007118
-12.122544,-7.4761987
-11.937079,-16.438213
18.161764,45.82325
3.5306008,6.9192004
-19.455526,19.562857
-4.6772065,-24.661379
-5.3201776,-0.08366409
-10.902773,7.2220206
-20.029118,14.380283
-7.18398,-26.488295
1.0459238,7.182673
3.9122934,8.831081
-48.27955,1.4192601
7.700693,-11.781387
-10.884247,-8.489579
13.498356,40.29801
-0.84336054,-1.2924635
38.109726,-23.432768
17.255623,45.427364
-13.629187,20.765987
-11.172246,-21.654797
-1.4610206,-0.8814768
-43.82884,11.069953
44.89264,-29.366072
15.323291,45.583355
11.430736,36.04283
31.530172,-15.930897
-12.924515,-19.9561
18.733908,46.763588
-9.738836,-19.958673
35.712173,-20.170248
-4.4474363,-11.154507
-9.776259,6.8640504
42.24564,-27.155838
-0.8668534,-10.515263
4.329135,2.14624
40.70884,-26.110125
-46.350338,-2.6972349
3.0986552,-3.4938233
1.4435568,7.5168185
-48.33373,-2.5803018
-43.26179,12.177097
17.977018,44.499557
11.357362,36.202595
1.0602719,6.246729
11.736748,-5.5418525
-18.033375,19.900501
-5.9362545,-18.719292
-2.1698833,-9.709646
-4.0838375,-22.956446
-1.5336874,10.175854
-3.0584466,-4.0878634
17.996264,-7.399468
-0.99184626,-2.5764742
18.14499,-6.1376195
4.773673,-14.213419
19.91922,47.558224
44.16465,-29.729744
-13.998445,-12.716058
-19.240507,18.129938
-4.3771787,-1.6570797
