Gene,RSP_Area,RMSD,Deviation_Score
1110008F13Rik,1.895750753178059,0.7768115643300783,2.195834648829312
1810022K09Rik,1.6152429018929255,0.7170409920365173,2.3428447137263544
1810037I17Rik,1.8169396723618951,0.7604931691424511,2.228622879425734
1810058I24Rik,1.8545646474430093,0.768326923807871,2.207467868751831
2010107E04Rik,1.2510980971199959,0.6310601341385962,2.6332004852481323
2410006H16Rik,1.8405198692870797,0.7654120916942556,2.226562801753807
2410015M20Rik,1.8198880656861003,0.7611099546424166,2.2233651529738174
2700060E02Rik,1.803139130576494,0.7575995059576948,2.243457959967465
Abracl,1.8761112439078376,0.772777300725399,2.2035294339039786
Acta2,1.8507746280598536,0.7675414394087002,2.1929195118935456
Actb,0.4972196086885513,0.3978315184220598,3.886401228896538
Actc1,1.5785851327942573,0.7088577106522607,2.4096807806688476
Actg1,1.1583859720533307,0.6072278871405655,2.726667357671489
Ahsa1,1.9547516973928065,0.7888071946392705,2.1589319714475095
Akr1a1,0.9725123530097465,0.5563814306740142,3.0065994580090405
Akr1c13,1.875085664091012,0.7725660517532902,2.2197727843763286
Aldoa,1.5045176712321353,0.692028069294449,2.450231058609236
Anapc11,1.7797324292000347,0.7526662121925392,2.253892895912754
Anapc13,1.9343797047925495,0.7846860414641966,2.1575988141309694
Anp32b,1.7520915322281718,0.746798537898363,2.2480937828985508
Anp32e,1.7901247045487854,0.7548605109288178,2.239064648117028
Anxa2,1.4303168029522593,0.6747473443849163,2.472137536588955
Anxa5,1.6241985136974315,0.7190260384957637,2.3505890993759277
Apex1,1.9182946504289766,0.7814167593832513,2.169438886990359
Apoe,1.1519977980898053,0.6055512265646429,2.7012657910579345
Aprt,1.6507013151893832,0.7248686417285315,2.3309779865763067
Arf1,1.6632545375189138,0.7276196551305626,2.324144836242229
Arf4,1.7288778786431145,0.7418348338926686,2.272588926097155
Arf5,1.8940409140479406,0.7764611695236554,2.185636995468828
Arhgdia,1.5867980072794001,0.7106992986444912,2.3854411291104984
Arhgdib,1.745859368174811,0.7454691789582106,2.2806068062760487
Arl6ip1,1.8132667584048396,0.7597241180117265,2.240151659230602
Arpc1b,1.149434263117484,0.6048770862486657,2.782895197499104
Arpc2,1.0742939169939625,0.5847720705080629,2.85899953095603
Arpc3,1.4558577136751722,0.6807451087886992,2.515442849827415
Arpc5,1.8232145969086406,0.7618052446856842,2.2453664887357583
Arpp19,1.7124771714827562,0.7383078040675284,2.2837081450115946
Atf4,1.8294141107945117,0.7630993365152545,2.2316755029510715
Atox1,1.6447203462995272,0.7235542455371037,2.3520307246843912
Atp1b3,1.7954493512826883,0.7559823269465717,2.2488126468153276
Atp5a1,1.1639137092337348,0.6086749874226342,2.6652750363580373
Atp5b,0.8652462077696489,0.5248013166104992,3.0157828969221496
Atp5c1,1.3101280896824814,0.6457760626664771,2.549065539815117
Atp5d,1.3048459558670327,0.6444729379108286,2.5748105137652244
Atp5e,1.5026690517687835,0.6916027868946352,2.391624645026209
Atp5f1,1.251765920502535,0.6312285383947005,2.608668988053677
Atp5g1,1.0830236951552277,0.5871432100767315,2.795222863869128
Atp5g3,1.5490251291484074,0.7021894420703442,2.3966800489510285
Atp5h,1.24089872533707,0.6284825630259393,2.638826129075356
Atp5j,0.917743245497362,0.5404875095876017,2.9573320357934128
Atp5j2,1.1242660300472156,0.5982181809880333,2.7772106794425473
Atp5k,1.2028440373929308,0.6187706753227686,2.648922284392687
Atp5o,1.138966267332504,0.6021164529572217,2.721902012089111
Atp6v0e,1.8861308645759884,0.7748381126602625,2.202511854055151
Atp6v1f,1.6065764682145973,0.7151147968983336,2.373975878488034
Atpif1,0.6065889390729753,0.43941239872887644,3.6193855648116906
Atxn10,1.9066623870470811,0.7790439573039964,2.181370801708452
B2m,0.9365683127854841,0.5460027042479664,2.980776518837093
Banf1,1.4797969447989627,0.686319165603059,2.4063631432167862
Bcap31,1.8913120866519173,0.7759016271668719,2.1877160742659187
Bex3,1.5260061501314273,0.6969525406827205,2.3907338783604177
Bgn,1.8195497818265363,0.7610392131545825,2.223739560721662
Birc5,1.691520548542024,0.7337763373698792,2.3061951676939887
Bola2,1.8661716398507373,0.7707275019618194,2.2111362873700693
Brk1,1.8096298450020094,0.7589618369835076,2.249126612140035
Bsg,1.6419907628304617,0.7229535896801398,2.3287567067966624
Btf3,1.325995776221779,0.6496749684337098,2.5205821791752987
Bub3,1.9076436261946341,0.7792443939697273,2.180130656539953
Bud31,1.8917360817371545,0.7759885932586406,2.188300885762417
Bzw2,1.955141972022324,0.7888859350930133,2.1573388776344258
C1qa,1.8375318822985154,0.7647905362342863,2.2587800770877497
C1qb,1.7473507007036513,0.7457875050335356,2.2985920713854755
C1qbp,1.769165099384955,0.7504283719486889,2.2391167820586015
C1qc,1.7934480527643786,0.7555608814331048,2.282147677863397
Cacybp,1.8127704797258666,0.7596201452560855,2.2177681797364017
Calm1,0.29200212747674603,0.30487237323599486,5.178775488389477
Calm2,0.9789698967614582,0.5582255784317816,2.9886516654651607
Calm3,1.8510795233761557,0.7676046589247681,2.2116918848652625
Calr,1.6350264087692412,0.7214187896657733,2.333823275583745
Capns1,1.8959487676370463,0.776852132929328,2.190937158234095
Capza2,1.8863115259970606,0.7748752203724784,2.217203106427492
Capzb,1.5600458430447601,0.7046829178723387,2.410300552310984
Cbx1,1.9419283105441447,0.7862156062470317,2.156112636558706
Ccnb2,1.9448779367954403,0.7868124774701544,2.162024663192104
Ccnd2,1.812539505320705,0.7595717501607454,2.2172580405083724
Ccnd3,1.8717654933064232,0.77188176629398,2.181281908358071
Cct2,1.8908841063244446,0.775813833771268,2.186515930433663
Cct3,1.7455088925177624,0.7453943499317147,2.249240082826121
Cct4,1.739285604515109,0.7440643808262225,2.2640555362947796
Cct5,1.6454357748746409,0.7237115960264037,2.307930681347171
Cct6a,1.6318946932396914,0.7207275588383298,2.319552156240044
Cct7,1.714445629810666,0.7387320172385453,2.2666997222916048
Cct8,1.5858873064321406,0.7104953258190605,2.338997772612096
Cd24a,1.8659301694930193,0.7706776368094665,2.202430106400794
Cd3g,1.8901227892499592,0.7756576370535802,2.2209863219510693
Cd47,1.8915898652743008,0.7759586037424127,2.197300039596107
Cd52,1.7645476807428109,0.7494484448066563,2.305259320377074
Cd63,0.9508418631510009,0.5501475849609617,2.9531961277696
Cd81,1.808064642971298,0.7586335417822824,2.2206170180911773
Cdc37,1.8784758740102325,0.773264147400611,2.1939910676072105
Cdc42,1.1325543469649388,0.6004192246084122,2.7854175084751636
Cdk1,1.909867452511505,0.7796984618652671,2.18476144147167
Cdk4,0.9885184393164952,0.5609413444464687,2.8194259092591305
Cdkn1c,1.5817735127661312,0.7095732145572591,2.274376357926471
Cenpa,1.8851919922372482,0.7746452404059758,2.2015643256888873
Cetn3,1.9039460386222293,0.778488822561969,2.18263794677007
Cfl1,0.08917790012386005,0.16848206800290452,7.199587285346711
Chchd1,1.9243498084833226,0.7826490711143315,2.1687768786957067
Chchd2,0.547689383189107,0.41753436412706824,3.65919732505698
Cks1b,1.701929359644364,0.7360305297752595,2.2834168272457944
Clic1,0.8886112697365519,0.5318399685351558,3.1716821199903595
Clta,1.59813130372947,0.7132327764460076,2.408746465042908
Cmtm7,1.624931619096963,0.719188291569876,2.2956268828173934
Cnbp,1.2217430268933602,0.6236127675378892,2.592277560676814
Cnn2,1.8488748138977398,0.7671473988614357,2.2214185888850397
Cnn3,1.836527658154124,0.7645815259607197,2.2129934799190294
Cnpy2,1.727345264521166,0.7415059504480339,2.26393579647312
Col1a1,1.7129227548332024,0.738403850973559,2.243169585958411
Col1a2,1.5888314843319091,0.7111545323928641,2.2827551926518947
Col3a1,1.5346089179620224,0.69891429375362,2.3514490273329938
Cope,1.8093992659870963,0.7589134828275137,2.236230562501194
Cops9,1.6555257998294763,0.7259271512473201,2.341858217082762
Coro1a,1.4772242867622118,0.6857223159466309,2.456231602975924
Cotl1,1.5304680682032283,0.6979707132807905,2.468289667835955
Cox14,1.922112670910102,0.7821940075900712,2.1745170897086754
Cox20,1.8911948004280863,0.7758775687411261,2.1881404055919327
Cox4i1,0.5640254473779814,0.4237155602047757,3.817114506146086
Cox5a,1.0693736301226369,0.5834313999882794,2.7444703643297244
Cox5b,1.432885647187984,0.6753529945671334,2.4629932373979053
Cox6a1,0.7101098106779715,0.47543135468214365,3.3728547839996113
Cox6b1,0.6103486822726418,0.44077207214912245,3.6074515473826705
Cox6c,0.6472269775846387,0.4538928789593919,3.5278455081199622
