Gene,RSP_Area,RMSD,Deviation_Score
1110008F13Rik,1.7500784269877832,0.7463693890475336,1.841511689557979
1810022K09Rik,1.788134221591308,0.7544407203724295,1.8069104718099749
1810037I17Rik,1.6378012724084012,0.7220307033720835,1.8809807857534602
2010107E04Rik,1.4287694660358468,0.6743822700195681,2.0104058561609306
2410006H16Rik,1.9138421462024955,0.7805093694065804,1.7556917465630952
2410015M20Rik,1.6938744827946712,0.7342867245347686,1.861210583836023
2700060E02Rik,2.038294980701653,0.8054870845123061,1.6665938076173845
AW112010,1.8994178048968355,0.7775625153594901,1.7581856515518117
Aamp,1.894462474310016,0.7765475739303315,1.75713021393675
Actb,0.4993442486313667,0.3986805876242043,2.7700973919792964
Actc1,1.428850760860029,0.6744014554128561,1.96276687816044
Actg1,1.2902802682119152,0.640865793532254,2.1014751685617226
Actr3,2.0218005942575417,0.8022213641161887,1.6780314753522567
Ak2,1.9564864600976903,0.7891571341842025,1.7317181231544998
Ak6,2.065578941295468,0.810860159156556,1.658336684613557
Akr1a1,1.125206210550384,0.5984682621606489,2.1998858654113
Aldh2,1.9112262213773255,0.7799757694942149,1.6950136332850523
Aldoa,1.166029526418392,0.6092279752614597,2.2101345247790087
Alox5ap,1.9607734407124542,0.7900212470214841,1.6787247021204095
Anapc11,1.8510344140085264,0.7675953059036603,1.7824036262134109
Anapc13,1.9600088855139743,0.78986720736284,1.7130498313590636
Anapc5,1.9873322434620377,0.795353695047542,1.7011119006988047
Anp32a,1.8093830993922406,0.7589100924552384,1.7913507688786536
Anp32b,1.885724709865111,0.7747546823163609,1.7470375593355993
Anp32e,1.9286178987265519,0.78351652429012,1.7443006409644268
Anxa1,1.9141866866847972,0.7805796220586119,1.6568834544453184
Anxa2,1.4438202411690177,0.6779249638686891,1.9810387139446894
Anxa3,2.0961932681795474,0.8168470117552369,1.6025341900635734
Anxa5,1.6785319795512357,0.7309537080874593,1.858029203048123
Anxa6,1.9431298748688548,0.7864588033138346,1.723241263965592
Ap2s1,1.8076434521954865,0.7585451743497019,1.7871956670065978
Apex1,1.769672637956242,0.7505360057788167,1.8290029941190744
Apobec3,2.014855189283514,0.8008422603594639,1.6872619220296694
Apoe,1.2653559519872495,0.6346458138671076,1.9896993804196275
Aprt,1.5001470920913615,0.6910221777501399,1.9302762846372146
Arf1,1.5773836399227736,0.7085878963770067,1.8827680238376456
Arf4,1.6534987845011664,0.7254826048221987,1.8621845801430816
Arf5,1.687683674953187,0.7329436530106462,1.8616722014665334
Arhgdia,1.690936424094821,0.7336496307486622,1.7734192023665714
Arhgdib,1.5457918310285832,0.7014562151685176,1.840260695404829
Arl1,1.985125550344871,0.794912000155244,1.7026263192358206
Arl6ip1,1.8100992171607844,0.7590602583430501,1.7685316252414194
Arpc1b,1.1314466199123254,0.6001255242091665,2.0098724701845874
Arpc2,1.0222125953728671,0.5704212258399705,2.105897875300882
Arpc3,1.2734995340203112,0.6366847663711734,2.1483264349365188
Arpc5,1.774378597971217,0.7515332657754892,1.7990175928598362
Arpp19,1.5632674836384517,0.7054101606808456,1.9513169354919326
Atf4,1.9306807186556885,0.7839354308950013,1.7113620713138211
Atox1,1.437497414843855,0.676438939231355,2.0322721481499753
Atp1b3,1.8623587684991252,0.7699397428593624,1.7672713204681738
Atp5a1,1.1942179625904488,0.6165479573810979,2.127561303259881
Atp5b,0.6141579833331617,0.44214540342928493,3.1314418414155654
Atp5c1,1.389370488108062,0.6650190688520105,1.932459336059662
Atp5d,1.3730438761525712,0.6611001739097303,2.0557866914856247
Atp5e,1.621049055096436,0.7183285740008454,1.8744144283919195
Atp5f1,1.289957459296923,0.6407856209768875,2.0662357789692716
